Name,Location Note,Email,Phone,City,ST,Acids,Asphalt,Chemicals (Dry),Chemicals (Liq),Foods (Dry),Foods (Liq),Frac Sand,Lumber,Minerals,Petroleum Products,Plastics (Dry),Steel,Air Compressor,Auger,Blending Meters,Blower,Bulk Conveyor,Gravity (Trestle),Hot Water Heating,Liquid Pumps,Liquid Storage Tanks,Portable Vacuum,Sampling Services,Scale,Steam Heating,Tank Trailer Cleaning,Railcar Storage,Website,Website Flag,Tier,Source,Maps Status,Confidence
Superior Carriers,,fprentiss@superior-carriers.com,,LAKELAND,FL,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,NOT_FOUND,low
Superior Carriers,,fprentiss@superior-carriers.com,(407) 278-7628,ORLANDO,FL,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,medium
Superior Carriers,,fprentiss@superior-carriers.com,(800) 210-2174,BRIDGEVIEW,IL,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(773) 374-8573,CHICAGO,IL,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(413) 781-8480,HOLYOKE,MA,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(336) 887-8084,ABERDEEN,NC,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,,MC ADENVILLE,NC,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(888) 928-7727,SPARTA,NJ,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,http://superior-carriers.com/,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(541) 527-9159,REDMOND,OR,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,http://superior-carriers.com/,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(724) 756-0250,CRAFTON,PA,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(901) 774-8897,MEMPHIS,TN,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,high
Superior Carriers,,fprentiss@superior-carriers.com,(972) 263-1343,ARLINGTON,TX,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,unknown,https://carrytransit.com/services#transloading,,verified,swl-internal,OPERATIONAL,medium
Superior Inland Terminals,Terminal,,,DEMOPOLIS,AL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://siterminals.com/,,listed,rebulk-directory (NS),,
Superior Inland Terminals,Terminal,,,MONTGOMERY,AL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://siterminals.com/,,listed,rebulk-directory (CSX),,
Susquehanna Bulk Services,,pduszynski@nysw.com,(973) 579-7477,NORTH BERGEN,NJ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,http://www.nysw.com/,,verified,swl-internal,OPERATIONAL,medium
Susquehanna Bulk Services,,pduszynski@nysw.com,,SPARTA,NJ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,http://www.nysw.com/,,verified,swl-internal,NOT_FOUND,none
Susquehanna Bulk Systems,,,,BINGHAMTON,NY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.nysw.com,,listed,rebulk-directory (NS),,
Susquehanna Bulk Systems,,,,CORTLAND,NY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.nysw.com,,listed,rebulk-directory (NS),,
Susquehanna Railworks Transload,,,,SUNBURY,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://agsourceusa.com,,listed,rebulk-directory (NS),,
Sweetener Supply,,sales@sweetenersupplycom,(708) 588-8400,BERWYN,IL,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,unknown,http://www.sweetenersupply.com/,,verified,swl-internal,OPERATIONAL,high
Sweeteners Plus Incorporated,,,,LAKEVILLE,NY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.ingredientsplus.com/,,listed,rebulk-directory (LAL NS),,
Sweetwater Logistics Center,,,,SWEETWATER,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://pycoindustriesinc.com/,,listed,rebulk-directory (BNSF);bnsf-premier-flipbook,,
SWP S Greensburg,,,,S. GREENSBURG,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.carloadexpress.com,,listed,rebulk-directory (NS SW),,
Sylvite,Terminal,,,AKRON,OH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://sylvite.ca/agriculture/retail-locations/akron-ohio/,,listed,rebulk-directory (CSX NS),,
T & J Marketing,Rail and Storage Facility,,,CHANDLER,OK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.tjmarketingok.com/,,listed,rebulk-directory (SLWC BNSF UP CPKC),,
Tacoma Transload,,gary.hofmann@tacomatransload.com,,TACOMA,WA,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,https://www.portoftacoma.com/shipping/transload-directory/2339,dead_link,verified,swl-internal,OPERATIONAL,high
Tama-Benton Cooperative,,,,DYSART,IA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.tamabentoncoop.com/,,listed,rebulk-directory (CN),,
Tanco Clark Maritime,,,,JEFFERSONVILLE,IN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.wolflakeinc.com/,,listed,rebulk-directory (LIRC),,
Tank Truck Transport Inc,,andrewb@tttransport.com,,SUDBURY,ON,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,http://tttransport.com/locations.html,,verified,swl-internal,NOT_FOUND,low
TanTara Bulk Transload & Storage Co.,,,,MUSCATINE,IA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.tantara.us/about/tantara-bulk-transload-storage-co/,,listed,rebulk-directory (CPKC),,
"TCI (Transportation Consultants, Inc.)",,,,NEW ORLEANS,LA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://tcitrucking.com/new-orleans/,,listed,rebulk-directory (CPKC/KCS New Orleans),,
TCI Packaging,,,,NEW ORLEANS,LA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.tcipackaging.com/,,listed,rebulk-directory (NOPB NS),,
TCWR Montevideo Transload,,,,MONTEVIDEO,MN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://tcwr.net/customers/non-rail-served/,,listed,rebulk-directory (TCWR),,
TE Wilder Transportation,,,,LAWTONS,NY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (Buffalo Southern Railroad (BSOR)),,
Teevin Bros,,,,RAINIER,OR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (G&W PNWR),,
Tell City River Port,,,,TELL CITY,IN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://pcrailport.net/,,listed,rebulk-directory (HOS NS),,
Temple & Central Railroad,,,,TEMPLE,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://patriotrail.com/rail/temple-central-texas-railway-tc/,,listed,rebulk-directory (BNSF),,
Tennessee Southern Railroad Lawrenceburg Cross-Dock,,,,LAWRENCEBURG,TN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://patriotrail.com/,,listed,rebulk-directory (TSRR CSX),,
TennKen Railroad Dyersburg Yard Transload,,,,DYERSBURG,TN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.wtnnrr.com/tennken,,listed,rebulk-directory (TKEN CN),,
Terminal Tacuba,,ricardoc@terminaltacuba.com,,CIUDAD DE MEXICO,DF,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,unknown,http://terminaltacuba.com/porque.html,dead_domain,review,swl-internal,NOT_FOUND,low
Terminales Portuarias Del Pacifico,,info@www.tpp.com.mx,,LAZARO CARDENAS,MH,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,unknown,https://www.tpp.com.mx/infraestructura/,dead_domain,review,swl-internal,NOT_FOUND,low
TES Logistics Rail Transload,,,,GREENVILLE,NC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.teslogistics.com/,,listed,rebulk-directory (CSX),,
TexAmericas - Spring Creek Enterprises,,,,NEW BOSTON,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.texamericascenter.com/logistics-services/transload-services/,,listed,rebulk-directory (G&W TNER),,
Texas and Eastern Railroad,Jaguar Transport Holdings,,,RUSK,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://jag-transport.com/texas-and-eastern-railroad/,,listed,rebulk-directory (UP),,
Texas Blending & Warehousing Corp,,info@tbwc.net,(713) 223-1053,HOUSTON,TX,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,unknown,https://www.tbwc.net/,,verified,swl-internal,OPERATIONAL,high
Texas Central Business Lines,,,,MIDLOTHIAN,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (BNSF),,
Texpar,,,,BAINBRIDGE,GA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://texpar.com/,,listed,rebulk-directory (G&W GSWR),,
TGS Cedar Port Railroad Transload Terminal,,,,BAYTOWN,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.tgscedarportrailroad.com/,,listed,rebulk-directory (TGS Cedar Port Railroad BNSF UP),,
Thatcher Company Inc,,info@tchem.com,(801) 972-4587,SALT LAKE CITY,UT,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,unknown,http://www.tchem.com/,,verified,swl-internal,OPERATIONAL,high
The Andersons,,,,WINONA,MN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.andersonsinc.com/,,listed,rebulk-directory (CPKC),,
The Andersons,,,,JOPLIN,MO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.andersonsinc.com/,,listed,rebulk-directory (G&W MNA),,
The Indiana Rail Road (Inrd) Sullivan,,,,SULLIVAN,IN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.inrd.com/,,listed,rebulk-directory (CN),,
The Indiana Rail Road Company Indianapolis,,,,INDIANAPOLIS,IN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.inrd.com/,,listed,rebulk-directory (CN),,
The Indiana Rail Road Company Odon,,,,ODON,IN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.inrd.com/,,listed,rebulk-directory (CN),,
The Peerless Transportation Company,,,,DAYTON,OH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (CSX),,
The Scoular Company,,,,ADRIAN,MO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.scoular.com/,,listed,rebulk-directory (G&W MNA),,
ThompsonGas Baltimore LPG Terminal,,,,BALTIMORE,MD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://thompsongas.com/,,listed,rebulk-directory (CSX),,
Thorngrove Pike Transload,,,,KNOXVILLE,TN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://gulfandohio.com/kxhr,,listed,rebulk-directory (KXHR NS CSX),,
